DI,RTE,CO,PRE,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
06,099,KER,,24.599,603,A,17,N,5883,7.380,51.770,3.820,7,WED,MAY,S,"6,560",7.710,55.250,4.260,16,WED,JAN
06,099,KER,,27.046,170,A,15,S,4972,7.700,57.240,4.410,7,TUE,SEP,S,"5,689",9.430,53.480,5.040,16,FRI,SEP
06,099,KER,R,29.878,664,A,17,N,3701,6.730,69.960,4.710,6,WED,SEP,S,"3,879",8.960,55.070,4.930,15,FRI,NOV
06,099,KER,R,29.878,90,B,15,N,4111,5.920,75.980,4.500,5,FRI,SEP,S,"4,700",9.330,55.090,5.140,16,FRI,SEP
06,099,KER,,44.307,663,A,17,S,2508,7.430,53.360,3.970,12,SUN,JUL,S,"3,113",8.500,57.900,4.920,13,MON,MAY
06,099,KER,,44.307,602,B,17,N,2958,6.810,64.360,4.380,6,TUE,SEP,S,"3,309",8.170,60.040,4.900,15,WED,OCT
06,099,KER,,50.410,690,B,15,S,2303,6.920,62.340,4.320,11,MON,SEP,S,"2,830",8.860,59.870,5.300,13,MON,SEP
06,099,KER,,52.450,91,A,15,S,2439,6.750,59.870,4.040,11,MON,SEP,S,"3,315",10.790,50.890,5.490,15,MON,SEP
06,099,TUL,,3.055,428,B,17,S,2109,7.890,50.170,3.960,12,FRI,AUG,N,"2,609",9.000,54.410,4.890,15,FRI,MAY
06,099,TUL,,6.148,637,B,17,S,2244,7.090,58.260,4.130,11,TUE,DEC,N,"2,767",9.010,56.520,5.090,15,FRI,APR
06,099,TUL,,12.297,691,B,17,S,1738,6.730,55.600,3.740,11,FRI,MAY,N,"2,399",9.500,54.390,5.170,16,SAT,AUG
06,099,TUL,,13.330,429,A,17,S,1919,7.220,55.700,4.020,11,WED,AUG,N,"2,323",8.710,55.920,4.870,15,FRI,MAY
06,099,TUL,,23.489,632,B,17,S,2117,7.330,53.500,3.920,12,MON,JAN,N,"2,619",8.680,55.910,4.850,14,FRI,JUN
06,099,TUL,,25.433,670,A,17,N,2387,7.190,57.130,4.110,7,WED,NOV,N,"2,940",8.990,56.310,5.060,16,FRI,NOV
06,099,TUL,,31.849,609,A,17,S,2420,7.520,54.710,4.120,10,WED,NOV,N,"2,732",8.340,55.720,4.650,15,FRI,DEC
06,099,TUL,R,38.714,599,B,17,N,2680,6.850,57.760,3.950,7,WED,MAR,S,"3,072",8.520,53.220,4.530,16,FRI,MAR
06,099,TUL,,51.806,669,B,17,N,2482,6.940,56.400,3.920,12,SAT,MAY,N,"2,951",8.900,52.320,4.660,17,FRI,MAY
06,099,TUL,R,53.822,655,B,17,N,2299,6.640,53.770,3.570,8,MON,NOV,N,"2,911",7.580,59.640,4.520,15,FRI,MAY
06,099,FRE,,6.900,44,A,17,N,3768,7.320,56.540,4.140,7,TUE,MAY,S,"4,152",8.270,55.150,4.560,17,THU,MAR
06,099,FRE,,11.098,605,A,17,N,4638,7.690,58.400,4.490,7,WED,SEP,S,"4,788",8.600,53.920,4.640,17,THU,MAR
06,099,FRE,,18.544,854,A,17,N,4822,8.060,51.090,4.120,7,WED,MAR,N,"5,597",8.800,54.290,4.780,16,THU,AUG
06,099,FRE,,26.554,638,A,17,S,3432,7.640,57.180,4.370,7,TUE,SEP,S,"3,278",8.050,51.820,4.170,16,FRI,JAN
06,099,FRE,,28.102,636,A,17,S,2992,7.440,52.550,3.910,7,TUE,AUG,N,"3,207",7.930,52.830,4.190,16,WED,NOV
06,099,FRE,,30.988,633,A,17,N,3142,7.130,54.670,3.900,7,WED,AUG,S,"3,488",7.810,55.400,4.330,16,THU,NOV
06,099,MAD,R,0.989,679,A,17,S,2816,7.740,50.680,3.920,12,SAT,NOV,S,"2,971",8.020,51.630,4.140,15,FRI,MAY
06,099,MAD,R,7.463,423,B,16,N,2924,7.520,51.990,3.910,7,MON,MAY,S,"3,214",8.600,50.010,4.300,16,FRI,MAY
06,099,MAD,,10.268,618,A,17,S,3099,7.390,51.480,3.810,7,TUE,AUG,S,"3,315",7.900,51.560,4.070,16,FRI,DEC
06,099,MAD,,10.268,614,B,17,S,2850,7.060,54.170,3.820,7,TUE,SEP,S,"3,151",7.820,54.060,4.230,16,THU,JUN
06,099,MAD,,22.727,692,B,17,N,2805,8.100,51.340,4.160,10,SAT,JUL,S,"3,181",8.550,55.170,4.710,14,FRI,SEP
06,099,MAD,,26.576,92,A,16,S,1633,7.360,51.450,3.790,11,FRI,AUG,N,"1,882",8.290,52.660,4.360,18,SUN,MAY
10,099,MER,,15.799,263,A,16,N,2205,7.240,52.780,3.820,12,SUN,JUL,N,"2,585",8.760,51.190,4.480,14,SUN,DEC
10,099,STA,,8.693,349,O,17,N,4900,7.290,58.090,4.230,7,WED,NOV,S,"4,818",7.740,53.750,4.160,16,MON,OCT
10,099,STA,R,13.263,309,B,16,N,4759,7.140,60.490,4.320,7,MON,OCT,S,"4,663",7.910,53.450,4.230,16,TUE,DEC
10,099,STA,R,16.121,222,A,16,N,4983,6.860,54.270,3.720,8,TUE,MAR,N,"5,443",7.440,54.660,4.070,17,WED,AUG
10,099,STA,R,24.272,122,B,17,S,5109,6.550,55.900,3.660,11,THU,AUG,N,"5,384",7.550,51.110,3.860,17,FRI,APR
10,099,SJ,,12.526,19,A,17,N,3742,7.790,57.670,4.490,7,THU,MAR,S,"3,633",8.480,51.450,4.360,15,FRI,APR
10,099,SJ,,38.783,500,O,17,S,2841,6.850,54.770,3.750,7,THU,NOV,N,"3,193",8.070,52.240,4.210,17,FRI,JUL
03,099,SAC,,0.123,500,O,17,S,2841,6.850,54.770,3.750,7,THU,NOV,N,"3,193",8.070,52.240,4.210,17,FRI,JUL
03,099,SAC,,3.525,307,A,17,N,3217,6.530,61.410,4.010,6,TUE,MAR,S,"3,322",8.020,51.580,4.140,17,FRI,OCT
03,099,SAC,,6.008,501,A,17,N,3198,6.580,59.680,3.930,6,THU,MAR,S,"3,364",7.770,53.140,4.130,16,WED,NOV
03,099,SAC,,10.070,308,B,17,N,3191,6.800,57.060,3.880,6,TUE,SEP,S,"3,437",7.190,58.100,4.180,15,SUN,JUL
03,099,SAC,,17.242,521,A,17,N,5208,5.650,65.640,3.710,6,TUE,MAR,S,"5,483",6.920,56.380,3.900,14,FRI,AUG
03,099,SAC,,19.612,349,A,17,N,6992,6.200,57.600,3.570,7,FRI,APR,S,"7,340",6.890,54.350,3.750,14,MON,DEC
03,099,SAC,,23.128,512,A,17,N,8848,6.500,57.850,3.760,7,FRI,MAY,S,"8,886",6.810,55.480,3.780,14,TUE,OCT
03,099,SAC,,33.364,545,B,17,S,3638,8.210,71.350,5.860,7,TUE,OCT,N,"3,912",9.410,66.920,6.300,16,WED,SEP
03,099,SAC,,35.370,544,B,17,N,3001,8.830,69.860,6.170,1,WED,DEC,N,"3,243",10.200,65.320,6.660,16,THU,AUG
03,099,SAC,,36.863,546,O,17,S,2717,8.380,71.280,5.970,6,THU,SEP,N,"2,902",9.820,64.950,6.380,16,THU,SEP
03,099,SUT,,0.000,546,O,17,S,2717,8.380,71.280,5.970,6,THU,SEP,N,"2,902",9.820,64.950,6.380,16,THU,SEP
03,099,SUT,R,8.070,547,A,17,S,960,7.780,74.360,5.790,6,MON,SEP,N,993,9.370,63.860,5.980,16,FRI,NOV
03,099,SUT,R,8.070,344,B,17,S,2174,8.140,74.380,6.060,6,TUE,NOV,N,"2,065",8.570,67.150,5.750,16,WED,MAR
03,099,SUT,,12.029,548,O,17,S,1095,7.970,75.000,5.980,6,WED,SEP,N,"1,106",10.000,60.400,6.040,16,FRI,SEP
03,099,SUT,R,20.051,556,B,17,S,978,7.620,77.070,5.870,6,TUE,APR,N,"1,008",9.430,64.200,6.050,16,FRI,JUN
03,099,SUT,R,20.051,557,A,17,S,1165,7.610,78.400,5.960,6,TUE,SEP,N,"1,186",9.650,62.880,6.070,17,FRI,AUG
03,099,SUT,,26.120,555,A,17,S,1228,7.490,72.620,5.440,6,WED,SEP,N,"1,404",9.430,65.950,6.220,16,FRI,SEP
03,099,SUT,,26.120,554,B,17,S,1243,7.660,76.540,5.870,6,WED,SEP,N,"1,236",8.600,67.800,5.830,16,WED,JUN
03,099,SUT,,29.670,552,B,17,N,1294,7.230,52.260,3.780,12,WED,FEB,N,"1,530",8.290,53.910,4.470,17,FRI,NOV
03,099,SUT,,30.252,561,A,17,N,1293,7.450,51.840,3.860,12,THU,JUN,N,"1,501",8.360,53.630,4.480,15,FRI,JUN
03,099,SUT,T,30.629,562,A,17,S,976,7.510,56.940,4.280,7,TUE,AUG,N,"1,109",8.050,60.400,4.860,17,WED,AUG
03,099,SUT,T,35.960,563,B,17,S,732,6.670,57.500,3.840,7,TUE,SEP,N,"1,068",9.570,58.490,5.600,17,FRI,MAR
03,099,SUT,,40.250,565,A,17,S,742,6.910,55.330,3.820,11,SAT,SEP,N,897,8.000,57.800,4.620,17,FRI,OCT
03,099,SUT,,40.250,564,B,17,S,766,7.330,54.710,4.010,10,SAT,AUG,N,851,8.360,53.290,4.460,16,WED,AUG
03,099,SUT,,42.389,305,O,17,S,604,6.820,53.640,3.660,12,SUN,SEP,N,810,8.980,54.620,4.900,17,FRI,SEP
03,099,BUT,,0.000,305,O,17,S,604,6.820,53.640,3.660,12,SUN,SEP,N,810,8.980,54.620,4.900,17,FRI,SEP
03,099,BUT,,7.690,570,B,17,N,684,8.050,58.970,4.750,7,MON,NOV,S,750,9.870,52.740,5.200,15,FRI,OCT
03,099,BUT,,11.159,573,A,17,N,609,8.510,59.760,5.090,7,TUE,OCT,S,623,10.070,51.660,5.200,15,FRI,OCT
03,099,BUT,,11.159,572,B,17,N,606,8.360,60.910,5.090,7,TUE,NOV,S,638,8.970,59.740,5.360,15,THU,OCT
03,099,BUT,,13.161,574,B,17,N,608,8.390,59.730,5.010,7,MON,MAY,S,634,9.200,56.760,5.220,15,THU,SEP
03,099,BUT,,21.067,576,B,17,N,555,8.800,57.930,5.100,7,THU,SEP,S,559,9.480,54.170,5.130,15,FRI,SEP
03,099,BUT,,22.538,577,A,17,S,1498,9.620,52.950,5.100,7,MON,NOV,S,"1,539",9.350,56.000,5.240,17,FRI,NOV
03,099,BUT,R,32.445,580,A,17,S,3778,7.580,56.680,4.300,7,MON,DEC,N,"4,259",8.960,54.050,4.840,16,MON,DEC
03,099,BUT,R,34.245,201,B,17,S,3138,8.390,56.360,4.730,7,MON,SEP,N,"3,216",9.230,52.470,4.840,16,MON,NOV
03,099,BUT,R,36.305,590,A,17,S,1103,8.760,59.530,5.210,7,THU,SEP,N,"1,118",9.220,57.330,5.280,17,THU,SEP
03,099,BUT,,44.320,595,A,17,S,677,8.430,57.370,4.830,7,WED,MAR,N,768,10.140,54.090,5.480,16,FRI,SEP
03,099,BUT,,45.975,182,O,17,S,634,7.840,58.330,4.570,7,MON,AUG,N,736,9.730,54.560,5.310,17,THU,SEP
02,099,TEH,,0.000,182,O,17,S,634,7.840,58.330,4.570,7,MON,AUG,N,736,9.730,54.560,5.310,17,THU,SEP
02,099,TEH,,11.181,250,B,15,N,328,8.050,53.160,4.280,7,MON,MAY,N,410,9.820,54.520,5.350,17,FRI,MAY
07,101,LA,,2.068,702,O,15,S,8142,5.890,52.400,3.090,6,WED,NOV,N,"7,323",5.510,50.400,2.780,14,WED,NOV
07,101,LA,,12.352,135,O,15,N,8711,5.940,53.110,3.150,12,SUN,APR,N,"9,079",5.970,55.010,3.280,14,THU,DEC
07,101,LA,,19.994,136,O,15,S,9717,6.380,50.440,3.220,9,FRI,APR,N,"10,014",6.150,53.910,3.320,18,FRI,APR
07,101,LA,,27.600,703,B,16,N,8024,7.530,55.630,4.190,8,WED,JUN,N,"6,949",6.820,53.200,3.630,13,SUN,JUN
07,101,LA,,36.180,203,A,17,S,6884,6.930,62.540,4.330,8,TUE,FEB,N,"6,948",8.020,54.480,4.370,16,TUE,FEB
07,101,VEN,,13.848,434,X,17,S,5203,7.680,52.590,4.040,7,THU,MAY,N,"4,774",6.930,53.520,3.710,15,MON,APR
07,101,VEN,R,25.170,740,A,17,N,4745,7.210,52.370,3.780,12,FRI,MAY,N,"4,897",7.320,53.240,3.900,17,FRI,MAY
07,101,VEN,,27.250,139,A,16,S,4876,7.350,52.490,3.860,12,SAT,FEB,N,"5,069",7.650,52.390,4.010,17,MON,AUG
05,101,SB,R,0.634,501,A,17,S,3233,8.280,54.150,4.480,12,MON,MAY,S,"3,351",7.290,63.740,4.650,16,THU,AUG
05,101,SB,,9.003,117,B,17,N,3617,6.820,81.830,5.580,5,WED,OCT,N,"3,088",7.590,62.790,4.760,15,SUN,NOV
05,101,SB,,16.552,549,B,17,S,5834,7.990,52.230,4.170,7,WED,AUG,N,"5,736",8.040,51.050,4.100,16,THU,OCT
05,101,SB,,18.364,502,B,17,N,5615,7.960,51.240,4.080,7,THU,MAY,N,"5,851",8.080,52.620,4.250,16,THU,JUN
05,101,SB,,24.762,120,B,17,S,3259,6.790,69.250,4.700,7,WED,DEC,N,"3,335",8.710,55.190,4.810,14,WED,NOV
05,101,SB,R,48.847,503,B,17,N,1448,8.690,57.740,5.020,12,MON,DEC,N,"1,957",9.950,68.140,6.780,14,MON,JUL
05,101,SB,,82.183,219,A,17,S,1969,8.750,54.090,4.730,11,SUN,OCT,N,"2,334",11.050,50.770,5.610,14,SUN,NOV
05,101,SLO,,0.813,504,A,17,N,2778,8.570,50.750,4.350,11,SUN,JUL,S,"3,134",9.540,51.440,4.900,16,FRI,OCT
05,101,SLO,,17.756,441,B,17,N,3325,7.200,66.350,4.780,6,WED,AUG,S,"3,458",8.350,59.530,4.970,15,WED,JUN
05,101,SLO,,25.911,534,A,17,S,2998,8.210,55.950,4.590,12,SAT,JUL,S,"3,268",9.150,54.720,5.000,14,FRI,NOV
05,101,SLO,,27.501,540,B,17,S,3007,8.840,53.600,4.740,12,SAT,SEP,S,"3,291",9.100,57.010,5.190,13,FRI,JUL
05,101,SLO,,29.985,238,A,17,S,3077,8.420,71.860,6.050,7,WED,MAY,N,"3,130",9.490,64.860,6.150,17,WED,JAN
05,101,SLO,,37.863,507,B,17,S,2964,8.270,71.820,5.940,6,TUE,OCT,N,"3,158",9.540,66.360,6.330,16,WED,JUN
05,101,SLO,,49.319,555,B,16,S,2975,8.920,50.880,4.540,10,FRI,OCT,S,"3,309",9.670,52.220,5.050,15,FRI,JUL
05,101,SLO,,52.440,239,A,17,N,2703,9.060,50.680,4.590,11,FRI,JUL,S,"2,939",9.630,51.860,4.990,15,FRI,AUG
05,101,SLO,,57.920,248,A,17,S,1504,10.140,52.960,5.370,11,FRI,APR,S,"1,694",11.050,54.700,6.050,15,SUN,APR
05,101,SLO,,60.980,245,B,17,N,1558,10.500,52.810,5.540,11,SAT,AUG,S,"1,676",11.360,52.510,5.960,16,SAT,APR
05,101,MON,R,9.667,355,B,15,S,1144,10.630,53.960,5.740,12,FRI,JUL,S,"1,251",10.640,58.980,6.280,15,FRI,OCT
05,101,MON,R,9.667,553,A,15,N,1005,11.280,53.180,6.000,11,SUN,JUL,N,"1,206",12.930,55.630,7.190,16,SUN,OCT
05,101,MON,R,32.015,508,B,15,S,975,11.660,50.050,5.840,11,SUN,JUL,N,"1,218",13.890,52.480,7.290,14,SUN,JUL
05,101,MON,R,40.710,835,A,15,S,1012,10.620,52.190,5.540,12,FRI,JUL,N,"1,199",11.920,55.080,6.570,15,SUN,OCT
05,101,MON,R,41.921,156,A,15,N,1322,8.800,55.360,4.870,12,FRI,JUL,S,"1,644",11.430,53.020,6.060,16,FRI,OCT
05,101,MON,,47.694,741,A,17,N,1611,9.160,54.590,5.000,12,SUN,AUG,N,"1,833",9.930,57.300,5.690,14,SUN,JUN
05,101,MON,,66.398,510,B,15,N,2169,6.510,82.320,5.360,7,WED,AUG,S,"2,793",10.890,63.360,6.900,17,FRI,MAY
05,101,MON,,85.624,267,B,15,N,1030,9.000,57.030,5.130,12,SAT,MAY,N,"1,267",10.130,62.350,6.320,16,TUE,AUG
05,101,SBT,,7.550,711,B,16,S,3018,9.070,54.910,4.980,11,SAT,AUG,S,"2,803",8.460,54.690,4.630,15,SAT,AUG
04,101,SCL,,3.197,58,B,16,N,3029,9.180,54.450,5.000,11,SUN,JUN,N,"3,168",8.960,58.340,5.230,16,SUN,JUN
04,101,SCL,R,6.080,230,A,16,N,4308,5.120,82.880,4.240,5,MON,DEC,N,"4,407",7.380,58.780,4.340,15,FRI,SEP
04,101,SCL,R,10.270,911,B,17,N,4806,4.110,82.280,3.380,5,THU,NOV,S,"4,899",5.850,59.020,3.450,16,FRI,APR
04,101,SCL,R,12.460,425,B,16,N,5043,4.960,82.320,4.080,5,MON,JUN,S,"5,378",7.030,61.990,4.360,16,TUE,MAR
04,101,SCL,R,28.609,200,A,16,N,5466,5.690,62.350,3.550,6,MON,DEC,S,"6,465",7.320,57.300,4.200,15,FRI,SEP
04,101,SCL,R,36.144,453,A,16,N,6337,5.420,65.850,3.570,9,THU,MAR,S,"7,503",6.880,61.390,4.220,14,TUE,SEP
04,101,SCL,,37.726,424,A,16,N,7454,5.610,72.230,4.050,6,TUE,SEP,S,"8,042",7.070,61.820,4.370,14,MON,DEC
04,101,SCL,,39.925,413,A,16,S,7117,6.400,57.870,3.700,12,SAT,MAR,S,"8,419",6.730,65.150,4.380,14,WED,SEP
04,101,SM,,6.623,227,A,16,S,8700,7.180,53.130,3.820,7,MON,MAY,S,"8,077",6.350,55.790,3.540,16,TUE,MAY
04,101,SM,,13.461,201,B,16,N,9463,6.840,52.350,3.580,12,SAT,NOV,N,"9,145",6.100,56.770,3.460,16,FRI,NOV
04,101,SM,,17.950,905,B,17,N,8832,5.380,53.310,2.870,8,WED,FEB,N,"8,418",5.260,51.960,2.730,16,MON,DEC
04,101,SM,,19.801,228,O,16,N,6272,7.230,55.430,4.010,7,TUE,AUG,S,"5,279",6.650,50.770,3.370,17,WED,FEB
04,101,SF,,5.322,110,B,16,S,1725,6.690,56.190,3.760,8,THU,NOV,N,"1,691",6.210,59.400,3.690,17,THU,AUG
04,101,SF,,5.940,111,A,16,N,1484,5.520,62.270,3.440,11,FRI,MAY,N,"1,963",6.680,68.070,4.550,17,FRI,MAY
04,101,SON,,12.682,84,A,16,N,4263,7.360,51.420,3.780,11,SAT,APR,N,"4,444",7.750,50.860,3.940,14,FRI,APR
04,101,SON,,19.646,404,A,17,S,5386,6.880,56.320,3.880,10,MON,OCT,S,"5,592",7.850,51.260,4.020,14,FRI,MAY
04,101,SON,,27.618,85,A,16,S,3523,7.990,57.080,4.560,10,SAT,APR,N,"3,535",8.410,54.450,4.580,17,THU,JUL
01,101,MEN,,17.280,937,O,15,S,919,9.350,65.360,6.110,11,SUN,SEP,S,966,9.570,67.180,6.430,13,MON,SEP
01,101,MEN,R,21.800,933,B,17,S,935,7.990,61.350,4.900,12,SUN,SEP,S,"1,027",8.820,61.060,5.380,13,SUN,JUL
01,101,MEN,,30.833,121,A,17,S,1128,7.880,64.490,5.080,7,WED,SEP,S,"1,241",8.860,63.090,5.590,14,MON,MAY
01,101,MEN,,42.200,164,O,17,N,904,9.610,56.610,5.440,10,SAT,JUL,N,"1,002",11.100,54.310,6.030,15,FRI,JUL
01,101,MEN,R,43.787,150,B,17,S,541,11.850,64.180,7.600,11,FRI,DEC,S,584,10.860,75.550,8.210,15,WED,JAN
01,101,MEN,R,48.220,151,B,17,N,422,10.530,69.290,7.300,10,SAT,SEP,S,447,13.010,59.440,7.730,14,SUN,AUG
01,101,MEN,,55.380,115,B,17,S,535,10.900,60.250,6.570,12,SUN,JUN,S,588,12.370,58.390,7.220,13,SUN,JUL
01,101,MEN,,59.330,122,A,15,S,363,9.930,57.990,5.760,12,SUN,SEP,N,435,11.440,60.330,6.900,15,FRI,JUN
01,101,HUM,,33.246,928,A,17,S,437,10.980,52.910,5.810,11,FRI,AUG,N,523,11.470,60.600,6.950,15,WED,AUG
01,101,HUM,R,51.840,801,B,17,S,557,10.310,59.000,6.090,11,FRI,AUG,N,615,11.140,60.290,6.720,15,MON,AUG
01,101,HUM,,57.510,185,B,17,N,667,9.230,55.450,5.120,12,FRI,AUG,N,818,11.570,54.210,6.270,15,FRI,AUG
01,101,HUM,,65.540,110,A,17,S,1149,7.970,61.350,4.890,11,SUN,AUG,S,"1,420",10.280,58.800,6.040,17,TUE,AUG
01,101,HUM,,73.490,147,B,17,S,1251,8.690,52.080,4.520,8,WED,MAR,S,"1,618",10.340,56.570,5.850,17,FRI,NOV
01,101,HUM,,74.950,149,B,17,N,1419,7.020,66.840,4.690,7,WED,NOV,S,"1,634",9.050,59.700,5.410,17,MON,APR
01,101,HUM,,79.060,987,B,17,S,1679,10.640,50.600,5.380,12,FRI,SEP,S,"1,742",10.170,54.900,5.580,16,FRI,MAY
01,101,HUM,,82.400,107,O,17,S,1740,8.490,55.700,4.730,7,WED,NOV,N,"2,129",9.960,58.060,5.780,17,TUE,NOV
01,101,HUM,,85.030,803,B,17,S,1713,8.910,51.970,4.630,8,MON,SEP,N,"2,292",10.550,58.720,6.200,17,THU,MAY
01,101,HUM,,87.480,106,A,17,S,2296,8.550,62.090,5.310,8,TUE,MAR,N,"2,563",10.290,57.600,5.930,17,THU,DEC
01,101,HUM,R,97.020,104,A,17,N,918,13.380,60.880,8.140,12,SUN,JUN,S,938,14.110,58.990,8.320,16,SAT,SEP
01,101,HUM,,125.730,133,O,17,S,307,13.830,56.230,7.770,11,SUN,JUL,N,349,14.970,59.050,8.840,14,SAT,JUL
01,101,DN,R,0.510,134,O,17,N,279,14.140,53.970,7.630,11,SAT,AUG,S,293,15.620,51.310,8.010,14,SUN,AUG
01,101,DN,,23.770,806,A,17,N,340,14.200,53.210,7.560,11,THU,JUL,N,378,14.160,59.340,8.400,16,WED,AUG
01,101,DN,R,28.410,930,B,17,S,591,10.820,51.660,5.590,12,MON,JUL,N,634,10.220,58.650,5.990,17,TUE,AUG
01,101,DN,,45.890,807,B,17,N,476,10.490,54.530,5.720,12,FRI,AUG,N,542,11.550,56.400,6.510,16,FRI,AUG
03,104,SAC,,3.870,704,A,17,E,182,8.170,66.420,5.430,7,THU,OCT,E,222,10.770,61.500,6.620,15,FRI,OCT
03,104,SAC,,12.183,708,A,17,E,130,8.890,79.270,7.050,5,FRI,JUL,W,174,12.530,75.330,9.440,14,FRI,OCT
07,105,LA,R,17.000,518,A,15,W,7352,6.300,55.280,3.480,7,TUE,AUG,W,"6,680",5.830,54.240,3.160,17,THU,FEB
07,105,LA,R,18.100,520,O,15,E,1304,9.440,71.410,6.740,7,WED,JAN,E,"1,448",9.470,79.000,7.480,17,WED,JUN
07,107,LA,,0.000,146,A,15,N,1908,7.380,62.010,4.580,8,TUE,OCT,S,"2,116",8.220,61.750,5.080,17,WED,OCT
07,107,LA,,4.696,227,A,16,N,2209,8.220,56.450,4.640,8,MON,MAY,N,"2,299",9.300,51.900,4.830,17,THU,AUG
10,108,STA,,36.151,72,B,17,W,834,7.700,62.850,4.840,7,WED,OCT,E,897,9.200,56.590,5.200,17,TUE,OCT
09,108,MNO,,15.149,951,B,17,W,103,16.090,97.170,15.630,6,TUE,OCT,E,98,19.120,77.780,14.870,15,TUE,JUL
07,110,LA,,12.898,809,B,16,S,10345,7.210,54.680,3.940,7,WED,JUN,S,"9,967",6.830,55.630,3.800,16,TUE,MAR
07,110,LA,,29.500,360,B,17,S,3666,7.680,60.480,4.640,7,THU,DEC,N,"3,619",7.860,58.290,4.580,17,MON,MAY
11,111,IMP,R,0.202,708,B,17,S,1327,6.310,71.810,4.530,12,SAT,SEP,S,"1,520",7.230,71.770,5.190,14,SAT,NOV
11,111,IMP,R,1.183,701,A,17,S,1307,6.210,60.090,3.730,12,SAT,DEC,S,"1,665",8.080,58.830,4.750,17,WED,NOV
11,111,IMP,R,4.741,868,A,17,N,1496,5.960,70.970,4.230,7,MON,AUG,S,"1,834",8.700,59.620,5.190,16,FRI,DEC
11,111,IMP,R,9.503,870,A,17,S,1650,9.390,77.320,7.260,7,THU,APR,S,"1,293",7.860,72.320,5.690,13,WED,APR
11,111,IMP,R,12.874,672,A,17,S,702,6.930,65.300,4.530,12,SAT,DEC,S,918,9.150,64.690,5.920,16,THU,NOV
11,111,IMP,R,17.385,673,A,17,S,729,8.570,55.400,4.750,7,WED,APR,S,912,8.720,68.110,5.940,16,TUE,NOV
11,111,IMP,,23.787,675,A,17,S,308,7.570,66.380,5.020,10,FRI,SEP,S,428,9.950,70.160,6.980,15,FRI,DEC
11,111,IMP,,57.625,709,B,17,N,110,10.740,61.450,6.600,11,SUN,JAN,N,175,14.830,70.850,10.500,15,SAT,JAN
11,111,IMP,,65.394,710,B,17,S,103,8.380,75.180,6.300,8,SAT,FEB,N,174,12.850,82.860,10.650,15,SUN,MAY
08,111,RIV,R,18.511,723,A,17,S,410,8.340,70.330,5.860,5,TUE,NOV,N,385,9.860,55.800,5.500,15,THU,JAN
04,113,SOL,,0.000,347,A,16,S,261,10.110,53.270,5.390,6,WED,MAR,S,301,10.380,59.840,6.210,15,FRI,DEC
04,113,SOL,,18.950,348,A,16,S,516,6.910,90.370,6.250,4,WED,SEP,N,496,9.810,61.240,6.000,14,WED,SEP
03,113,YOL,R,4.105,716,A,17,S,1699,9.650,64.680,6.240,7,WED,AUG,N,"1,914",9.780,71.900,7.030,16,TUE,NOV
03,113,YOL,R,10.218,717,B,17,S,1034,8.590,58.320,5.010,8,TUE,OCT,N,"1,358",10.460,62.900,6.580,17,FRI,SEP
03,113,YOL,,22.076,722,O,17,S,513,9.850,77.140,7.600,5,MON,AUG,N,653,13.350,72.480,9.670,15,FRI,AUG
03,113,SUT,,0.000,722,O,17,S,513,9.850,77.140,7.600,5,MON,AUG,N,653,13.350,72.480,9.670,15,FRI,AUG
03,113,SUT,,14.285,724,A,17,S,316,9.450,88.760,8.390,5,THU,MAY,N,363,12.770,75.470,9.630,16,FRI,MAY
03,113,SUT,,16.461,725,B,17,S,347,10.620,72.750,7.730,6,FRI,OCT,N,466,13.610,76.270,10.380,17,MON,OCT
11,115,IMP,L,10.901,880,B,17,N,430,9.090,63.890,5.800,7,THU,JAN,N,441,11.120,53.520,5.950,15,FRI,JAN
11,115,IMP,,21.170,976,B,17,S,122,6.880,72.190,4.970,10,SAT,JUL,S,151,9.900,62.140,6.150,16,THU,FEB
11,115,IMP,,21.180,881,A,17,N,106,9.790,79.700,7.810,5,WED,MAY,S,109,10.460,76.760,8.030,16,MON,DEC
11,115,IMP,,34.964,882,A,17,S,262,10.800,61.500,6.640,7,MON,FEB,N,287,10.170,71.570,7.280,15,THU,APR
04,116,SON,,0.000,14,A,17,E,206,15.630,51.760,8.090,12,SUN,SEP,W,227,17.510,50.900,8.910,13,SUN,SEP
07,118,VEN,,10.920,149,B,15,W,665,8.180,66.900,5.470,12,SAT,MAY,E,667,7.740,70.880,5.490,17,SUN,SEP
07,118,VEN,R,23.600,459,A,15,W,5196,9.390,59.250,5.560,7,THU,NOV,E,"4,728",8.780,57.670,5.060,16,WED,NOV
07,118,VEN,R,27.811,782,O,17,E,6078,8.220,56.400,4.630,7,WED,SEP,E,"6,266",8.310,57.490,4.780,17,THU,MAY
07,118,LA,R,5.195,480,A,15,W,9635,8.930,53.910,4.820,7,WED,MAR,E,"8,455",7.900,53.470,4.230,16,TUE,MAR
07,118,LA,R,10.800,422,O,17,W,10439,7.900,53.240,4.210,6,MON,APR,W,"10,161",8.020,51.050,4.100,17,THU,OCT
